Date,Open,High,Low,Volume,Close
2/9/1970,80.949997,81.349998,79.949997,9710000,80.959999
3/9/1970,80.959999,82.629997,80.879997,14110000,82.089996
4/9/1970,82.089996,83.419998,81.790001,15360000,82.830002
8/9/1970,82.830002,83.690002,81.480003,17110000,83.040001
9/9/1970,83.040001,83.779999,81.900002,16250000,82.790001
10/9/1970,82.790001,82.980003,81.620003,11900000,82.300003
11/9/1970,82.300003,83.190002,81.809998,12140000,82.519997
14/9/1970,82.519997,83.129997,81.43,11900000,82.07
15/9/1970,82.07,82.110001,80.75,9830000,81.360001
16/9/1970,81.360001,82.57,80.610001,12090000,81.790001
17/9/1970,81.790001,83.089996,81.510002,15530000,82.290001
18/9/1970,82.290001,83.5,81.769997,15900000,82.620003
21/9/1970,82.620003,83.150002,81.519997,12540000,81.910004
22/9/1970,81.910004,82.239998,80.82,12110000,81.860001
23/9/1970,81.860001,83.150002,81.519997,16940000,81.910004
24/9/1970,81.910004,82.239998,80.82,21340000,81.660004
25/9/1970,81.660004,83.599998,81.410004,20470000,82.830002
28/9/1970,82.830002,84.559998,82.610001,14390000,83.910004
29/9/1970,83.910004,84.57,83.110001,17880000,83.860001
30/9/1970,83.860001,84.989998,82.779999,14830000,84.300003
1/10/1970,84.300003,84.699997,83.459999,9700000,84.32
2/10/1970,84.32,85.559998,84.059998,15420000,85.160004
5/10/1970,85.160004,86.989998,85.010002,19760000,86.470001
6/10/1970,86.470001,87.75,86.040001,20240000,86.849998
7/10/1970,86.849998,87.470001,85.550003,15610000,86.889999
8/10/1970,86.889999,87.370003,85.550003,14500000,85.949997
9/10/1970,85.949997,86.25,84.540001,13980000,85.080002
12/10/1970,85.050003,85.050003,83.580002,8570000,84.169998
13/10/1970,84.169998,84.699997,83.239998,9500000,84.059998
14/10/1970,84.059998,84.830002,83.419998,9920000,84.190002
15/10/1970,84.190002,85.279999,83.82,11250000,84.650002
16/10/1970,84.650002,85.209999,83.830002,11300000,84.279999
19/10/1970,84.279999,84.290001,82.809998,9890000,83.150002
20/10/1970,83.150002,84.190002,82.620003,10630000,83.639999
21/10/1970,83.639999,84.720001,83.209999,11330000,83.660004
22/10/1970,83.660004,84.040001,82.769997,9000000,83.379997
23/10/1970,83.379997,84.300003,82.910004,10270000,83.769997
26/10/1970,83.769997,84.260002,82.889999,9200000,83.309998
27/10/1970,83.309998,83.730003,82.519997,9680000,83.120003
28/10/1970,83.120003,83.809998,82.290001,10660000,83.43
29/10/1970,83.43,84.099998,82.82,10440000,83.360001
30/10/1970,83.360001,83.800003,82.519997,10520000,83.25
2/11/1970,83.25,83.989998,82.660004,9470000,83.510002
3/11/1970,83.510002,84.769997,83.209999,11760000,84.220001
4/11/1970,84.220001,85.260002,83.82,12180000,84.389999
5/11/1970,84.389999,84.790001,83.529999,10800000,84.099998
6/11/1970,84.099998,84.730003,83.550003,9970000,84.220001
9/11/1970,84.220001,85.269997,83.82,10890000,84.669998
10/11/1970,84.669998,85.690002,84.18,12030000,84.790001
11/11/1970,84.790001,86.239998,84.690002,13520000,85.029999
12/11/1970,85.029999,85.540001,83.809998,12520000,84.150002
13/11/1970,84.150002,84.330002,82.919998,11890000,83.370003
16/11/1970,83.370003,83.75,82.339996,9160000,83.239998
17/11/1970,83.239998,84.169998,82.809998,9450000,83.470001
18/11/1970,83.470001,83.529999,82.410004,9850000,82.790001
19/11/1970,82.790001,83.480003,82.230003,9280000,82.910004
20/11/1970,82.910004,84.059998,82.489998,10920000,83.720001
23/11/1970,83.720001,84.919998,83.470001,12720000,84.239998
24/11/1970,84.239998,85.18,83.589996,12560000,84.779999
25/11/1970,84.779999,85.699997,84.349998,13490000,85.089996
27/11/1970,85.089996,86.209999,84.669998,10130000,85.93
30/11/1970,85.93,87.599998,85.790001,17700000,87.199997
1/12/1970,87.199997,88.610001,86.110001,20170000,87.470001
2/12/1970,87.470001,88.830002,86.720001,17960000,88.480003
3/12/1970,88.480003,89.870003,88.110001,20480000,88.900002
4/12/1970,88.900002,89.889999,88.120003,15980000,89.459999
7/12/1970,89.459999,90.389999,88.760002,15530000,89.940002
8/12/1970,89.940002,90.470001,88.870003,14370000,89.470001
9/12/1970,89.470001,90.029999,88.480003,13550000,89.540001
10/12/1970,89.540001,90.870003,89.010002,14610000,89.919998
11/12/1970,89.919998,90.93,89.440002,15790000,90.260002
14/12/1970,90.260002,90.809998,89.279999,13810000,89.800003
15/12/1970,89.800003,90.32,88.93,13420000,89.660004
16/12/1970,89.660004,90.220001,88.769997,14240000,89.720001
17/12/1970,89.720001,90.610001,89.309998,13660000,90.040001
18/12/1970,90.040001,90.769997,89.419998,14360000,90.220001
21/12/1970,90.220001,90.769997,89.360001,12690000,89.940002
22/12/1970,89.940002,90.839996,89.349998,14510000,90.040001
23/12/1970,90.040001,90.860001,89.349998,15400000,90.099998
24/12/1970,90.099998,91.080002,89.809998,12140000,90.610001
28/12/1970,90.610001,91.489998,90.279999,12290000,91.089996
29/12/1970,91.089996,92.379997,90.730003,17750000,92.080002
30/12/1970,92.080002,92.989998,91.599998,19140000,92.269997
31/12/1970,92.269997,92.790001,91.360001,13390000,92.150002
4/1/1971,92.150002,92.190002,90.639999,10010000,91.150002
5/1/1971,91.150002,92.279999,90.690002,12600000,91.800003
6/1/1971,91.800003,93,91.5,16960000,92.349998
7/1/1971,92.349998,93.260002,91.75,16460000,92.379997
8/1/1971,92.379997,93.019997,91.599998,14100000,92.190002
11/1/1971,92.190002,92.669998,90.989998,14720000,91.980003
12/1/1971,91.980003,93.279999,91.629997,17820000,92.720001
13/1/1971,92.720001,93.660004,91.879997,19070000,92.559998
14/1/1971,92.559998,93.360001,91.669998,17600000,92.800003
15/1/1971,92.800003,93.940002,92.25,18010000,93.029999
18/1/1971,93.029999,94.110001,92.629997,15400000,93.410004
19/1/1971,93.410004,94.279999,92.849998,15800000,93.760002
20/1/1971,93.760002,94.529999,93.07,18330000,93.779999
21/1/1971,93.779999,94.690002,93.150002,19060000,94.190002
22/1/1971,94.190002,95.529999,93.959999,21680000,94.879997
25/1/1971,94.879997,95.93,94.160004,19050000,95.279999
26/1/1971,95.279999,96.360001,94.690002,21380000,95.589996
27/1/1971,95.589996,95.779999,93.959999,20640000,94.889999
28/1/1971,94.889999,95.779999,94.120003,18840000,95.209999
29/1/1971,95.209999,96.489998,94.790001,20960000,95.879997
1/2/1971,95.879997,97.050003,95.379997,20650000,96.419998
2/2/1971,96.419998,97.190002,95.599998,22030000,96.43
3/2/1971,96.43,97.190002,95.580002,21680000,96.629997
4/2/1971,96.629997,97.260002,95.690002,20860000,96.620003
5/2/1971,96.620003,97.580002,95.839996,20480000,96.93
8/2/1971,96.93,98.040001,96.129997,25590000,97.449997
9/2/1971,97.449997,98.5,96.900002,28250000,97.510002
10/2/1971,97.510002,97.970001,96.230003,19040000,97.389999
11/2/1971,97.389999,98.489998,96.989998,19260000,97.910004
12/2/1971,97.910004,98.959999,97.559998,18470000,98.43
16/2/1971,98.43,99.589996,97.849998,21350000,98.660004
17/2/1971,98.660004,99.32,97.32,18720000,98.199997
18/2/1971,98.199997,98.599998,96.959999,16650000,97.559998
19/2/1971,97.559998,97.790001,96.25,17860000,96.739998
22/2/1971,96.650002,96.650002,94.970001,15840000,95.720001
23/2/1971,95.720001,96.669998,94.919998,15080000,96.089996
24/2/1971,96.089996,97.339996,95.860001,15930000,96.730003
25/2/1971,96.730003,97.709999,96.080002,16200000,96.959999
26/2/1971,96.959999,97.540001,95.839996,17250000,96.75
1/3/1971,96.75,97.480003,96.110001,13020000,97
2/3/1971,97,97.599998,96.32,14870000,96.980003
3/3/1971,96.980003,97.540001,96.300003,14680000,96.949997
4/3/1971,96.949997,98.379997,96.900002,17350000,97.919998
5/3/1971,97.919998,99.489998,97.82,22430000,98.959999
8/3/1971,98.959999,99.440002,98.419998,19340000,99.379997
9/3/1971,99.379997,100.309998,98.720001,20490000,99.459999
10/3/1971,99.459999,100.099998,98.629997,17220000,99.300003
11/3/1971,99.300003,100.290001,98.57,19830000,99.389999
12/3/1971,99.389999,100.089996,98.639999,14680000,99.57
15/3/1971,99.57,101.150002,99.120003,18920000,100.709999
16/3/1971,100.709999,101.940002,100.360001,22270000,101.209999
17/3/1971,101.209999,101.660004,99.980003,17070000,101.120003
18/3/1971,101.120003,102.029999,100.43,17910000,101.190002
19/3/1971,101.190002,101.739998,100.349998,15150000,101.010002
22/3/1971,101.010002,101.459999,100.080002,14290000,100.620003
23/3/1971,100.620003,101.059998,99.620003,16470000,100.279999
24/3/1971,100.279999,100.629997,99.150002,15770000,99.620003
25/3/1971,99.620003,100.029999,98.360001,15870000,99.610001
26/3/1971,99.610001,100.650002,99.18,15560000,99.949997
29/3/1971,99.949997,100.739998,99.360001,13650000,100.029999
30/3/1971,100.029999,100.860001,99.410004,15430000,100.260002
31/3/1971,100.260002,101.050003,99.690002,17610000,100.309998
1/4/1971,100.309998,100.989998,99.629997,13470000,100.389999
2/4/1971,100.389999,101.230003,99.860001,14520000,100.559998
5/4/1971,100.559998,101.410004,99.879997,16040000,100.790001
6/4/1971,100.790001,102.110001,100.300003,19990000,101.510002
7/4/1971,101.510002,102.870003,101.129997,22270000,101.980003
8/4/1971,101.980003,102.860001,101.300003,17590000,102.099998
12/4/1971,102.099998,103.540001,101.75,19410000,102.879997
13/4/1971,102.879997,103.959999,102.25,23200000,102.980003
14/4/1971,102.980003,104.010002,102.279999,19440000,103.370003
15/4/1971,103.370003,104.400002,102.760002,22540000,103.519997
16/4/1971,103.519997,104.18,102.68,18280000,103.489998
19/4/1971,103.489998,104.629997,103.089996,17730000,104.010002
20/4/1971,104.010002,104.580002,103.059998,17880000,103.610001
21/4/1971,103.610001,104.160004,102.550003,17040000,103.360001
22/4/1971,103.360001,104.269997,102.580002,19270000,103.559998
23/4/1971,103.559998,104.629997,102.790001,20150000,104.050003
26/4/1971,104.050003,104.830002,103.190002,18860000,103.940002
27/4/1971,103.940002,105.07,103.230003,21250000,104.589996
28/4/1971,104.589996,105.599998,103.849998,24820000,104.769997
29/4/1971,104.769997,105.580002,103.900002,20340000,104.629997
30/4/1971,104.629997,104.959999,103.25,17490000,103.949997
3/5/1971,103.949997,104.110001,102.370003,16120000,103.290001
4/5/1971,103.290001,104.360001,102.709999,17310000,103.790001
5/5/1971,103.790001,104.279999,102.68,17270000,103.779999
6/5/1971,103.779999,104.419998,102.800003,19300000,103.230003
7/5/1971,103.230003,103.5,101.860001,16490000,102.870003
10/5/1971,102.870003,103.150002,101.709999,12810000,102.360001
11/5/1971,102.360001,103.370003,101.5,17730000,102.620003
12/5/1971,102.620003,103.57,102.120003,15140000,102.900002
13/5/1971,102.900002,103.57,101.980003,17640000,102.690002
14/5/1971,102.690002,103.169998,101.650002,16430000,102.209999
17/5/1971,102.080002,102.080002,100.25,15980000,100.690002
18/5/1971,100.690002,101.620003,99.68,17640000,100.830002
19/5/1971,100.830002,101.75,100.300003,17640000,101.07
20/5/1971,101.07,102.169998,100.610001,11740000,101.309998
21/5/1971,101.309998,101.839996,100.410004,12090000,100.989998
24/5/1971,100.989998,101.239998,99.720001,12060000,100.129997
25/5/1971,100.129997,100.389999,98.730003,16050000,99.470001
26/5/1971,99.470001,100.489998,98.93,13550000,99.589996
27/5/1971,99.589996,100.139999,98.779999,12610000,99.400002
28/5/1971,99.400002,100.169998,98.68,11760000,99.629997
1/6/1971,99.629997,100.760002,99.220001,11930000,100.199997
2/6/1971,100.199997,101.529999,99.889999,17740000,100.959999
3/6/1971,100.959999,102.07,100.300003,18790000,101.010002
4/6/1971,101.010002,101.879997,100.43,14400000,101.300003
7/6/1971,101.300003,102.019997,100.550003,13800000,101.089996
8/6/1971,101.089996,101.5,99.910004,13610000,100.32
9/6/1971,100.32,100.970001,99.279999,14250000,100.290001
10/6/1971,100.290001,101.230003,99.779999,12450000,100.639999
11/6/1971,100.639999,101.709999,100.18,12270000,101.07
14/6/1971,101.07,101.279999,99.779999,11530000,100.220001
15/6/1971,100.220001,101.099998,99.449997,13550000,100.32
16/6/1971,100.32,101.290001,99.68,14300000,100.519997
17/6/1971,100.519997,101.370003,99.870003,13980000,100.5
18/6/1971,100.5,100.629997,98.650002,15040000,98.970001
21/6/1971,98.970001,99.18,97.220001,16490000,97.870003
22/6/1971,97.870003,98.660004,96.919998,15200000,97.589996
23/6/1971,97.589996,98.949997,97.360001,12640000,98.410004
24/6/1971,98.410004,99,97.589996,11360000,98.129997
25/6/1971,98.129997,98.660004,97.330002,10580000,97.989998
28/6/1971,97.989998,98.480003,97.019997,9810000,97.739998
29/6/1971,97.739998,99.389999,97.610001,14460000,98.82
30/6/1971,98.82,100.290001,98.68,15410000,98.699997
1/7/1971,99.160004,100.650002,99.160004,13090000,99.779999
2/7/1971,99.779999,100.309998,99.089996,9960000,99.779999
6/7/1971,99.779999,100.349998,99.099998,10440000,99.760002
7/7/1971,99.760002,100.830002,99.25,14520000,100.040001
8/7/1971,100.040001,101.029999,99.589996,13920000,100.339996
9/7/1971,100.339996,101.330002,99.860001,12640000,100.690002
12/7/1971,100.690002,101.519997,100.190002,12020000,100.82
13/7/1971,100.82,101.059998,99.07,13540000,99.5
14/7/1971,99.5,99.830002,98.230003,14360000,99.220001
15/7/1971,99.220001,100.480003,98.760002,13080000,99.279999
16/7/1971,99.279999,100.349998,98.639999,13870000,99.110001
19/7/1971,99.110001,99.57,98.110001,11430000,98.93
20/7/1971,98.93,100.010002,98.599998,12540000,99.32
21/7/1971,99.32,100,98.739998,11920000,99.279999
22/7/1971,99.279999,99.82,98.5,12570000,99.110001
23/7/1971,99.110001,99.599998,98.260002,12370000,98.940002
26/7/1971,98.940002,99.470001,96.669998,9930000,98.139999
27/7/1971,98.139999,98.989998,97.419998,11560000,97.779999
28/7/1971,97.779999,98.150002,96.510002,13940000,97.07
29/7/1971,97.07,97.220001,95.370003,14570000,96.019997
30/7/1971,96.019997,96.779999,95.080002,12970000,95.580002
2/8/1971,95.580002,96.760002,95.220001,11870000,95.959999
3/8/1971,95.959999,96.110001,94.059998,13490000,94.510002
4/8/1971,94.510002,95.339996,93.349998,15410000,93.889999
5/8/1971,93.889999,94.889999,93.330002,12100000,94.089996
6/8/1971,94.089996,94.910004,93.629997,9490000,94.25
9/8/1971,94.25,94.550003,93.169998,8110000,93.529999
10/8/1971,93.529999,94.129997,92.809998,9460000,93.540001
11/8/1971,93.540001,95.059998,93.349998,11370000,94.660004
12/8/1971,94.809998,96.5,94.809998,15910000,96
13/8/1971,96,96.529999,95.190002,9960000,95.690002
16/8/1971,97.900002,100.959999,97.900002,31730000,98.760002
17/8/1971,98.760002,101,98.489998,26790000,99.989998
18/8/1971,99.989998,100.190002,98.059998,20680000,98.599998
19/8/1971,98.599998,99.07,97.349998,14190000,98.160004
20/8/1971,98.160004,98.940002,97.519997,11890000,98.330002
23/8/1971,98.330002,99.959999,98.089996,13040000,99.25
24/8/1971,99.25,101.019997,99.150002,18700000,100.400002
25/8/1971,100.400002,101.510002,99.769997,18280000,100.410004
26/8/1971,100.410004,101.120003,99.400002,13990000,100.239998
27/8/1971,100.239998,101.220001,99.760002,12490000,100.480003
30/8/1971,100.480003,100.889999,99.169998,11140000,99.519997
31/8/1971,99.519997,99.760002,98.32,10430000,99.029999
1/9/1971,99.029999,99.839996,98.5,10770000,99.07
2/9/1971,99.07,99.800003,98.519997,10690000,99.290001
3/9/1971,99.290001,100.93,99.099998,14040000,100.690002
7/9/1971,100.690002,102.25,100.43,17080000,101.150002
8/9/1971,101.150002,101.940002,100.519997,14230000,101.339996
9/9/1971,101.339996,101.879997,100.379997,15790000,100.800003
10/9/1971,100.800003,101.010002,99.690002,11380000,100.419998
13/9/1971,100.419998,100.839996,99.489998,10000000,100.07
14/9/1971,100.07,100.349998,98.989998,11410000,99.339996
15/9/1971,99.339996,100.239998,98.790001,11080000,99.769997
16/9/1971,99.769997,100.349998,99.07,10550000,99.660004
17/9/1971,99.660004,100.519997,99.260002,11020000,99.959999
20/9/1971,99.959999,100.400002,99.139999,9540000,99.68
21/9/1971,99.68,100.080002,98.709999,10640000,99.339996
22/9/1971,99.339996,99.720001,98.150002,14250000,98.470001
23/9/1971,98.470001,99.120003,97.610001,13250000,98.379997
24/9/1971,98.379997,99.349998,97.779999,13460000,98.150002
27/9/1971,98.150002,98.410004,96.970001,10220000,97.620003
28/9/1971,97.620003,98.550003,97.120003,11250000,97.879997
29/9/1971,97.879997,98.510002,97.290001,8580000,97.900002
30/9/1971,97.900002,98.970001,97.480003,13490000,98.339996
1/10/1971,98.339996,99.489998,97.959999,13400000,98.93
4/10/1971,98.93,100.040001,98.620003,14570000,99.209999
5/10/1971,99.209999,99.779999,98.339996,12360000,99.110001
6/10/1971,99.110001,100.129997,98.489998,15630000,99.82
7/10/1971,99.82,100.959999,99.419998,17780000,100.019997
8/10/1971,100.019997,100.300003,98.870003,13870000,99.360001
11/10/1971,99.360001,99.620003,98.580002,7800000,99.209999
12/10/1971,99.209999,100.199997,98.620003,14340000,99.57
13/10/1971,99.57,100.080002,98.610001,13540000,99.029999
14/10/1971,99.029999,99.25,97.739998,12870000,98.129997
15/10/1971,98.129997,98.449997,97.029999,13120000,97.790001
18/10/1971,97.790001,98.330002,96.980003,10420000,97.349998
19/10/1971,97.349998,97.660004,96.050003,13040000,97
20/10/1971,97,97.449997,95.230003,16340000,95.650002
21/10/1971,95.650002,96.330002,94.589996,14990000,95.599998
22/10/1971,95.599998,96.830002,94.970001,14560000,95.57
25/10/1971,95.57,95.760002,94.57,7340000,95.099998
26/10/1971,95.019997,95.019997,94.379997,13390000,94.739998
27/10/1971,94.739998,94.989998,93.389999,13480000,93.790001
28/10/1971,93.790001,94.75,92.959999,15530000,93.959999
29/10/1971,93.959999,94.709999,93.279999,11710000,94.230003
1/11/1971,94.230003,94.43,92.480003,10960000,92.800003
2/11/1971,92.800003,93.730003,91.839996,13330000,93.18
3/11/1971,93.269997,95.309998,93.269997,14590000,94.910004
4/11/1971,94.910004,96.080002,94.370003,15750000,94.790001
5/11/1971,94.790001,95.010002,93.639999,10780000,94.459999
8/11/1971,94.459999,94.970001,93.779999,8520000,94.389999
9/11/1971,94.389999,95.309998,93.940002,12080000,94.459999
10/11/1971,94.459999,94.839996,93.099998,13410000,93.410004
11/11/1971,93.410004,93.540001,91.639999,13310000,92.120003
12/11/1971,92.120003,92.900002,90.93,14540000,92.120003
15/11/1971,92.120003,92.690002,91.379997,9370000,91.809998
16/11/1971,91.809998,93.150002,91.209999,13300000,92.709999
17/11/1971,92.709999,93.349998,91.800003,12840000,92.849998
18/11/1971,92.849998,93.620003,91.879997,13010000,92.129997
19/11/1971,92.129997,92.379997,90.949997,12420000,91.610001
22/11/1971,91.610001,92.120003,90.510002,11390000,90.790001
23/11/1971,90.790001,91.099998,89.339996,16840000,90.160004
24/11/1971,90.160004,91.139999,89.730003,11870000,90.330002
26/11/1971,90.330002,92.190002,90.269997,10870000,91.940002
29/11/1971,92.040001,94.900002,92.040001,18910000,93.410004
30/11/1971,93.410004,94.43,92.510002,18320000,93.989998
1/12/1971,93.989998,96.120003,93.949997,21040000,95.440002
2/12/1971,95.440002,96.589996,94.730003,17780000,95.839996
3/12/1971,95.839996,97.57,95.360001,16760000,97.059998
6/12/1971,97.059998,98.169998,96.07,17480000,96.510002
7/12/1971,96.510002,97.349998,95.400002,15250000,96.870003
8/12/1971,96.870003,97.650002,96.080002,16650000,96.919998
9/12/1971,96.959999,96.959999,96.959999,14710000,96.959999
10/12/1971,97.690002,97.690002,97.690002,17510000,97.690002
13/12/1971,97.970001,97.970001,97.970001,17020000,97.970001
14/12/1971,97.669998,97.669998,97.669998,16070000,97.669998
15/12/1971,98.540001,98.540001,98.540001,16890000,98.540001
16/12/1971,99.739998,99.739998,99.739998,21070000,99.739998
17/12/1971,100.260002,100.260002,100.260002,18270000,100.260002
20/12/1971,101.550003,101.550003,101.550003,23810000,101.550003
21/12/1971,101.800003,101.800003,101.800003,20460000,101.800003
22/12/1971,101.18,101.18,101.18,18930000,101.18
23/12/1971,100.739998,100.739998,100.739998,16000000,100.739998
27/12/1971,100.949997,100.949997,100.949997,11890000,100.949997
28/12/1971,101.949997,101.949997,101.949997,15090000,101.949997
29/12/1971,102.209999,102.209999,102.209999,17150000,102.209999
30/12/1971,101.779999,101.779999,101.779999,13810000,101.779999
31/12/1971,102.089996,102.089996,102.089996,14040000,102.089996
3/1/1972,102.089996,102.849998,101.190002,12570000,101.669998
4/1/1972,101.669998,102.589996,100.870003,15190000,102.089996
5/1/1972,102.089996,103.690002,101.900002,21350000,103.059998
6/1/1972,103.059998,104.199997,102.660004,21100000,103.510002
7/1/1972,103.510002,104.290001,102.379997,17140000,103.470001
10/1/1972,103.470001,103.970001,102.440002,15320000,103.32
11/1/1972,103.32,104.300003,102.849998,17970000,103.650002
12/1/1972,103.650002,104.660004,103.050003,20970000,103.589996
13/1/1972,103.589996,103.800003,102.290001,16410000,102.989998
14/1/1972,102.989998,103.889999,102.410004,14960000,103.389999
17/1/1972,103.389999,104.239998,102.800003,15860000,103.699997
18/1/1972,103.699997,104.849998,103.349998,21070000,104.050003
19/1/1972,104.050003,104.610001,102.830002,18800000,103.879997
20/1/1972,103.879997,105,103.32,20210000,103.879997
21/1/1972,103.879997,104.400002,102.75,18810000,103.650002
24/1/1972,103.650002,104.029999,102.199997,15640000,102.57
25/1/1972,102.57,103.589996,101.629997,17570000,102.699997
26/1/1972,102.699997,103.309998,101.809998,14940000,102.5
27/1/1972,102.5,103.93,102.199997,20360000,103.5
28/1/1972,103.5,104.980003,103.220001,25000000,104.160004
31/1/1972,104.160004,104.879997,103.300003,18250000,103.940002
1/2/1972,103.940002,104.57,103.099998,19600000,104.010002
2/2/1972,104.010002,105.410004,103.5,24070000,104.68
3/2/1972,104.68,105.43,103.849998,19880000,104.639999
4/2/1972,104.639999,105.480003,104.050003,17890000,104.860001
7/2/1972,104.860001,105.459999,103.970001,16930000,104.540001
8/2/1972,104.540001,105.220001,103.900002,17390000,104.739998
9/2/1972,104.739998,106.029999,104.360001,19850000,105.550003
10/2/1972,105.550003,106.690002,104.970001,23460000,105.589996
11/2/1972,105.589996,105.910004,104.449997,17850000,105.080002
14/2/1972,105.080002,105.529999,104.029999,15840000,104.589996
15/2/1972,104.589996,105.589996,104.099998,17770000,105.029999
16/2/1972,105.029999,106.25,104.650002,20670000,105.620003
17/2/1972,105.620003,106.650002,104.959999,22330000,105.589996
18/2/1972,105.589996,106.010002,104.470001,16590000,105.279999
22/2/1972,105.279999,106.18,104.650002,16670000,105.290001
23/2/1972,105.290001,106.18,104.720001,16770000,105.379997
24/2/1972,105.379997,106.239998,104.760002,16000000,105.449997
25/2/1972,105.449997,106.730003,105.040001,18180000,106.18
28/2/1972,106.18,107.040001,105.370003,18200000,106.190002
29/2/1972,106.190002,107.160004,105.449997,20320000,106.57
1/3/1972,106.57,108.129997,106.209999,23670000,107.349998
2/3/1972,107.349998,108.389999,106.629997,22200000,107.32
3/3/1972,107.32,108.510002,106.779999,20420000,107.940002
6/3/1972,107.940002,109.400002,107.639999,21000000,108.769997
7/3/1972,108.769997,109.720001,108.019997,22640000,108.870003
8/3/1972,108.870003,109.68,108.040001,21290000,108.959999
9/3/1972,108.959999,109.75,108.190002,21460000,108.940002
10/3/1972,108.940002,109.370003,107.769997,19690000,108.379997
13/3/1972,108.379997,108.519997,106.709999,16730000,107.330002
14/3/1972,107.330002,108.199997,106.709999,22370000,107.610001
15/3/1972,107.610001,108.550003,107.089996,19460000,107.75
16/3/1972,107.75,108.220001,106.550003,16700000,107.5
17/3/1972,107.5,108.610001,106.889999,16040000,107.919998
20/3/1972,107.919998,108.809998,107.18,16420000,107.589996
21/3/1972,107.589996,107.68,105.860001,18610000,106.690002
22/3/1972,106.690002,107.519997,106,15400000,106.839996
23/3/1972,106.839996,108.330002,106.669998,18380000,107.75
24/3/1972,107.75,108.360001,106.949997,15390000,107.519997
27/3/1972,107.519997,108,106.529999,12180000,107.300003
28/3/1972,107.300003,108.080002,106.220001,15380000,107.169998
29/3/1972,107.169998,107.410004,105.980003,13860000,106.489998
30/3/1972,106.489998,107.669998,106.07,14360000,107.199997
3/4/1972,107.199997,108.260002,106.75,14990000,107.480003
4/4/1972,107.480003,108.620003,106.769997,18110000,108.120003
5/4/1972,108.120003,109.639999,107.959999,22960000,109
6/4/1972,109,110.290001,108.529999,22830000,109.529999
7/4/1972,109.529999,110.150002,108.529999,19900000,109.620003
10/4/1972,109.620003,110.540001,108.889999,19470000,109.449997
11/4/1972,109.449997,110.379997,108.760002,19930000,109.760002
12/4/1972,109.760002,111.110001,109.360001,24690000,110.18
13/4/1972,110.18,110.790001,109.370003,17990000,109.910004
14/4/1972,109.910004,110.559998,109.07,17460000,109.839996
17/4/1972,109.839996,110.220001,108.769997,15390000,109.510002
18/4/1972,109.510002,110.639999,109.019997,19410000,109.769997
19/4/1972,109.769997,110.349998,108.709999,19180000,109.199997
20/4/1972,109.199997,109.690002,108.080002,18190000,109.040001
21/4/1972,109.040001,109.919998,108.300003,18200000,108.889999
24/4/1972,108.889999,109.190002,107.620003,14650000,108.190002
25/4/1972,108.190002,108.290001,106.699997,17030000,107.120003
26/4/1972,107.120003,107.889999,106.18,17710000,106.889999
27/4/1972,106.889999,107.889999,106.419998,15740000,107.050003
28/4/1972,107.050003,108.279999,106.699997,14160000,107.669998
1/5/1972,107.669998,108,106.300003,12880000,106.690002
2/5/1972,106.690002,107.370003,105.550003,15370000,106.080002
3/5/1972,106.080002,107.239998,105.440002,15900000,105.989998
4/5/1972,105.989998,106.809998,105.139999,14790000,106.25
5/5/1972,106.25,107.330002,105.699997,13210000,106.629997
8/5/1972,106.629997,106.809998,105.360001,11250000,106.139999
9/5/1972,106.059998,106.059998,103.830002,19910000,104.739998
10/5/1972,104.739998,106.099998,104.43,13870000,105.419998
11/5/1972,105.419998,106.449997,104.900002,12900000,105.769997
12/5/1972,105.769997,107.019997,105.489998,13990000,106.379997
15/5/1972,106.379997,107.449997,106.059998,13600000,106.860001
16/5/1972,106.860001,107.550003,106.129997,14070000,106.660004
17/5/1972,106.660004,107.379997,106.019997,13600000,106.889999
18/5/1972,106.889999,108.389999,106.720001,17370000,107.940002
19/5/1972,107.940002,109.589996,107.739998,19580000,108.980003
22/5/1972,108.980003,110.370003,108.790001,16030000,109.690002
23/5/1972,109.690002,110.459999,108.910004,16410000,109.779999
24/5/1972,109.779999,111.07,109.389999,17870000,110.309998
25/5/1972,110.309998,111.199997,109.669998,16480000,110.459999
26/5/1972,110.459999,111.309998,109.839996,15730000,110.660004
30/5/1972,110.660004,111.480003,109.779999,15810000,110.349998
31/5/1972,110.349998,110.519997,108.919998,15230000,109.529999
1/6/1972,109.529999,110.349998,108.970001,14910000,109.690002
2/6/1972,109.690002,110.510002,108.93,15400000,109.730003
5/6/1972,109.730003,109.919998,108.279999,13450000,108.82
6/6/1972,108.82,109.32,107.709999,15980000,108.209999
7/6/1972,108.209999,108.519997,106.910004,15220000,107.650002
8/6/1972,107.650002,108.519997,106.900002,13820000,107.279999
9/6/1972,107.279999,107.68,106.300003,12790000,106.860001
12/6/1972,106.860001,107.919998,106.290001,13390000,107.010002
13/6/1972,107.010002,108.029999,106.379997,15710000,107.550003
14/6/1972,107.550003,109.150002,107.379997,18320000,108.389999
15/6/1972,108.389999,109.519997,107.779999,16940000,108.440002
16/6/1972,108.440002,108.940002,107.540001,13010000,108.360001
19/6/1972,108.360001,108.779999,107.370003,11660000,108.110001
20/6/1972,108.110001,109.120003,107.639999,14970000,108.559998
21/6/1972,108.559998,109.660004,107.980003,15510000,108.790001
22/6/1972,108.790001,109.260002,107.620003,13410000,108.68
